id	cluster	value	batch	group
492	EC18	cluster2	0	PRJNA660092	Disease
493	EC19	cluster3	0.0232558139534884	PRJNA660092	Disease
494	EC19	cluster2	0.0232558139534884	PRJNA660092	Disease
495	EC19	cluster1	0	PRJNA660092	Disease
496	EC2	cluster3	0.0232558139534884	PRJNA660092	Disease
497	EC2	cluster2	0.0232558139534884	PRJNA660092	Disease
498	EC2	cluster1	0.13953488372093	PRJNA660092	Disease
499	EC20	cluster1	0.116279069767442	PRJNA660092	Disease
500	EC20	cluster3	0.0697674418604651	PRJNA660092	Disease
501	EC20	cluster2	0	PRJNA660092	Disease
502	EC21	cluster3	0.0465116279069767	PRJNA660092	Disease
503	EC21	cluster2	0.0232558139534884	PRJNA660092	Disease
504	EC21	cluster1	0.0930232558139535	PRJNA660092	Disease
505	EC22	cluster2	0	PRJNA660092	Disease
506	EC22	cluster1	0.0930232558139535	PRJNA660092	Disease
507	EC22	cluster3	0.0465116279069767	PRJNA660092	Disease
508	EC23	cluster1	0.0232558139534884	PRJNA660092	Disease
509	EC23	cluster3	0	PRJNA660092	Disease
510	EC23	cluster2	0	PRJNA660092	Disease
511	EC24	cluster3	0	PRJNA660092	Disease
512	EC24	cluster2	0	PRJNA660092	Disease
513	EC24	cluster1	0	PRJNA660092	Disease
514	EC25	cluster3	0	PRJNA660092	Disease
515	EC25	cluster2	0	PRJNA660092	Disease
516	EC25	cluster1	0	PRJNA660092	Disease
517	EC26	cluster1	0	PRJNA660092	Disease
518	EC26	cluster3	0	PRJNA660092	Disease
519	EC26	cluster2	0.0232558139534884	PRJNA660092	Disease
520	EC27	cluster2	0	PRJNA660092	Disease
521	EC27	cluster1	0.0232558139534884	PRJNA660092	Disease
522	EC27	cluster3	0.0232558139534884	PRJNA660092	Disease
523	EC28	cluster2	0.0232558139534884	PRJNA660092	Disease
524	EC28	cluster1	0.116279069767442	PRJNA660092	Disease
525	EC28	cluster3	0.0465116279069767	PRJNA660092	Disease
526	EC29	cluster3	0	PRJNA660092	Disease
527	EC29	cluster2	0.0232558139534884	PRJNA660092	Disease
528	EC29	cluster1	0.0465116279069767	PRJNA660092	Disease
529	EC3	cluster1	0.162790697674419	PRJNA660092	Disease
530	EC3	cluster2	0	PRJNA660092	Disease
531	EC3	cluster3	0.0232558139534884	PRJNA660092	Disease
532	EC30	cluster1	0	PRJNA660092	Disease
533	EC30	cluster2	0.0232558139534884	PRJNA660092	Disease
534	EC30	cluster3	0	PRJNA660092	Disease
535	EC31	cluster1	0.0232558139534884	PRJNA660092	Disease
536	EC31	cluster2	0.0232558139534884	PRJNA660092	Disease
537	EC31	cluster3	0	PRJNA660092	Disease
538	EC32	cluster3	0	PRJNA660092	Disease
539	EC32	cluster2	0.0930232558139535	PRJNA660092	Disease
540	EC32	cluster1	0.0232558139534884	PRJNA660092	Disease
541	EC33	cluster1	0.0232558139534884	PRJNA660092	Disease
542	EC33	cluster3	0.0232558139534884	PRJNA660092	Disease
543	EC33	cluster2	0	PRJNA660092	Disease
544	EC34	cluster1	0.0465116279069767	PRJNA660092	Disease
545	EC34	cluster3	0.0232558139534884	PRJNA660092	Disease
546	EC34	cluster2	0.0465116279069767	PRJNA660092	Disease
547	EC35	cluster1	0.0232558139534884	PRJNA660092	Disease
548	EC35	cluster3	0	PRJNA660092	Disease
549	EC35	cluster2	0	PRJNA660092	Disease
550	EC36	cluster1	0.0465116279069767	PRJNA660092	Disease
551	EC36	cluster3	0	PRJNA660092	Disease
552	EC36	cluster2	0	PRJNA660092	Disease
553	EC37	cluster1	0.0697674418604651	PRJNA660092	Disease
554	EC37	cluster2	0	PRJNA660092	Disease
555	EC37	cluster3	0.0465116279069767	PRJNA660092	Disease
556	EC38	cluster3	0	PRJNA660092	Disease
557	EC38	cluster2	0	PRJNA660092	Disease
558	EC38	cluster1	0.0232558139534884	PRJNA660092	Disease
559	EC39	cluster3	0.13953488372093	PRJNA660092	Disease
560	EC39	cluster2	0.0232558139534884	PRJNA660092	Disease
561	EC39	cluster1	0.0930232558139535	PRJNA660092	Disease
562	EC4	cluster2	0.0232558139534884	PRJNA660092	Disease
563	EC4	cluster3	0	PRJNA660092	Disease
564	EC4	cluster1	0.0697674418604651	PRJNA660092	Disease
565	EC5	cluster1	0	PRJNA660092	Disease
566	EC5	cluster2	0	PRJNA660092	Disease
567	EC5	cluster3	0.0930232558139535	PRJNA660092	Disease
568	EC6	cluster1	0.0465116279069767	PRJNA660092	Disease
569	EC6	cluster3	0	PRJNA660092	Disease
570	EC6	cluster2	0	PRJNA660092	Disease
571	EC7	cluster3	0.0232558139534884	PRJNA660092	Disease
572	EC7	cluster1	0	PRJNA660092	Disease
573	EC7	cluster2	0	PRJNA660092	Disease
574	EC8	cluster3	0	PRJNA660092	Disease
575	EC8	cluster2	0.0232558139534884	PRJNA660092	Disease
576	EC8	cluster1	0	PRJNA660092	Disease
577	EC9	cluster3	0.0697674418604651	PRJNA660092	Disease
578	EC9	cluster1	0.0232558139534884	PRJNA660092	Disease
579	EC9	cluster2	0.0232558139534884	PRJNA660092	Disease
580	ESCCT1	cluster3	0.0465116279069767	PRJNA853196	Disease
581	ESCCT1	cluster2	0	PRJNA853196	Disease
582	ESCCT1	cluster1	0.0232558139534884	PRJNA853196	Disease
583	ESCCT10	cluster1	0.0697674418604651	PRJNA853196	Disease
584	ESCCT10	cluster2	0.0697674418604651	PRJNA853196	Disease
585	ESCCT10	cluster3	0	PRJNA853196	Disease
586	ESCCT11	cluster3	0.0697674418604651	PRJNA853196	Disease
587	ESCCT11	cluster2	0	PRJNA853196	Disease
588	ESCCT11	cluster1	0.0465116279069767	PRJNA853196	Disease
589	ESCCT12	cluster3	0.0465116279069767	PRJNA853196	Disease
590	ESCCT12	cluster2	0	PRJNA853196	Disease
591	ESCCT12	cluster1	0	PRJNA853196	Disease
592	ESCCT13	cluster3	0.0930232558139535	PRJNA853196	Disease
593	ESCCT13	cluster2	0.0232558139534884	PRJNA853196	Disease
594	ESCCT13	cluster1	0	PRJNA853196	Disease
595	ESCCT14	cluster3	0	PRJNA853196	Disease
596	ESCCT14	cluster2	0.0232558139534884	PRJNA853196	Disease
597	ESCCT14	cluster1	0	PRJNA853196	Disease
598	ESCCT15	cluster2	0.0232558139534884	PRJNA853196	Disease
599	ESCCT15	cluster3	0	PRJNA853196	Disease
600	ESCCT15	cluster1	0	PRJNA853196	Disease
601	ESCCT16	cluster3	0.13953488372093	PRJNA853196	Disease
602	ESCCT16	cluster2	0.0232558139534884	PRJNA853196	Disease
603	ESCCT16	cluster1	0	PRJNA853196	Disease
604	ESCCT17	cluster1	0	PRJNA853196	Disease
605	ESCCT17	cluster3	0.0930232558139535	PRJNA853196	Disease
606	ESCCT17	cluster2	0	PRJNA853196	Disease
607	ESCCT18	cluster2	0	PRJNA853196	Disease
608	ESCCT18	cluster3	0.0232558139534884	PRJNA853196	Disease
609	ESCCT18	cluster1	0.0232558139534884	PRJNA853196	Disease
610	ESCCT19	cluster3	0.162790697674419	PRJNA853196	Disease
611	ESCCT19	cluster2	0.0232558139534884	PRJNA853196	Disease
612	ESCCT19	cluster1	0	PRJNA853196	Disease
613	ESCCT2	cluster2	0.0930232558139535	PRJNA853196	Disease
614	ESCCT2	cluster3	0	PRJNA853196	Disease
615	ESCCT2	cluster1	0	PRJNA853196	Disease
616	ESCCT20	cluster3	0.0465116279069767	PRJNA853196	Disease
617	ESCCT20	cluster2	0.0232558139534884	PRJNA853196	Disease
618	ESCCT20	cluster1	0.0232558139534884	PRJNA853196	Disease
619	ESCCT21	cluster1	0.0232558139534884	PRJNA853196	Disease
620	ESCCT21	cluster2	0	PRJNA853196	Disease
621	ESCCT21	cluster3	0.0232558139534884	PRJNA853196	Disease
622	ESCCT22	cluster3	0.0465116279069767	PRJNA853196	Disease
623	ESCCT22	cluster2	0.0465116279069767	PRJNA853196	Disease
624	ESCCT22	cluster1	0.0232558139534884	PRJNA853196	Disease
625	ESCCT23	cluster1	0	PRJNA853196	Disease
626	ESCCT23	cluster3	0.0232558139534884	PRJNA853196	Disease
627	ESCCT23	cluster2	0.0232558139534884	PRJNA853196	Disease
628	ESCCT24	cluster2	0	PRJNA853196	Disease
629	ESCCT24	cluster1	0	PRJNA853196	Disease
630	ESCCT24	cluster3	0.0465116279069767	PRJNA853196	Disease
631	ESCCT25	cluster3	0.0232558139534884	PRJNA853196	Disease
632	ESCCT25	cluster2	0.0465116279069767	PRJNA853196	Disease
633	ESCCT25	cluster1	0	PRJNA853196	Disease
634	ESCCT26	cluster2	0	PRJNA853196	Disease
635	ESCCT26	cluster1	0.0465116279069767	PRJNA853196	Disease
636	ESCCT26	cluster3	0	PRJNA853196	Disease
637	ESCCT27	cluster2	0.0232558139534884	PRJNA853196	Disease
638	ESCCT27	cluster3	0	PRJNA853196	Disease
639	ESCCT27	cluster1	0	PRJNA853196	Disease
640	ESCCT28	cluster3	0.0697674418604651	PRJNA853196	Disease
641	ESCCT28	cluster1	0.0232558139534884	PRJNA853196	Disease
642	ESCCT28	cluster2	0	PRJNA853196	Disease
643	ESCCT29	cluster2	0	PRJNA853196	Disease
644	ESCCT29	cluster3	0.116279069767442	PRJNA853196	Disease
645	ESCCT29	cluster1	0	PRJNA853196	Disease
646	ESCCT3	cluster3	0	PRJNA853196	Disease
647	ESCCT3	cluster2	0	PRJNA853196	Disease
648	ESCCT3	cluster1	0	PRJNA853196	Disease
649	ESCCT30	cluster2	0	PRJNA853196	Disease
650	ESCCT30	cluster3	0.0232558139534884	PRJNA853196	Disease
651	ESCCT30	cluster1	0.0465116279069767	PRJNA853196	Disease
652	ESCCT31	cluster3	0.186046511627907	PRJNA853196	Disease
653	ESCCT31	cluster2	0	PRJNA853196	Disease
654	ESCCT31	cluster1	0.0232558139534884	PRJNA853196	Disease
655	ESCCT32	cluster1	0	PRJNA853196	Disease
656	ESCCT32	cluster3	0.186046511627907	PRJNA853196	Disease
657	ESCCT32	cluster2	0	PRJNA853196	Disease
658	ESCCT33	cluster1	0.0465116279069767	PRJNA853196	Disease
659	ESCCT33	cluster2	0	PRJNA853196	Disease
660	ESCCT33	cluster3	0.162790697674419	PRJNA853196	Disease
661	ESCCT34	cluster2	0	PRJNA853196	Disease
662	ESCCT34	cluster1	0	PRJNA853196	Disease
663	ESCCT34	cluster3	0.0232558139534884	PRJNA853196	Disease
664	ESCCT35	cluster1	0.13953488372093	PRJNA853196	Disease
665	ESCCT35	cluster2	0	PRJNA853196	Disease
666	ESCCT35	cluster3	0.0465116279069767	PRJNA853196	Disease
667	ESCCT36	cluster1	0	PRJNA853196	Disease
668	ESCCT36	cluster2	0	PRJNA853196	Disease
669	ESCCT36	cluster3	0.0930232558139535	PRJNA853196	Disease
670	ESCCT37	cluster1	0	PRJNA853196	Disease
671	ESCCT37	cluster3	0.0930232558139535	PRJNA853196	Disease
672	ESCCT37	cluster2	0.0232558139534884	PRJNA853196	Disease
673	ESCCT38	cluster3	0.0232558139534884	PRJNA853196	Disease
674	ESCCT38	cluster2	0.0465116279069767	PRJNA853196	Disease
675	ESCCT38	cluster1	0	PRJNA853196	Disease
676	ESCCT39	cluster1	0	PRJNA853196	Disease
677	ESCCT39	cluster3	0.116279069767442	PRJNA853196	Disease
678	ESCCT39	cluster2	0	PRJNA853196	Disease
679	ESCCT4	cluster3	0.0232558139534884	PRJNA853196	Disease
680	ESCCT4	cluster2	0	PRJNA853196	Disease
681	ESCCT4	cluster1	0	PRJNA853196	Disease
682	ESCCT40	cluster1	0	PRJNA853196	Disease
683	ESCCT40	cluster2	0	PRJNA853196	Disease
684	ESCCT40	cluster3	0.0232558139534884	PRJNA853196	Disease
685	ESCCT41	cluster1	0	PRJNA853196	Disease
686	ESCCT41	cluster3	0.0465116279069767	PRJNA853196	Disease
687	ESCCT41	cluster2	0.0465116279069767	PRJNA853196	Disease
688	ESCCT42	cluster3	0	PRJNA853196	Disease
689	ESCCT42	cluster2	0.0232558139534884	PRJNA853196	Disease
690	ESCCT42	cluster1	0.0465116279069767	PRJNA853196	Disease
691	ESCCT43	cluster3	0.0232558139534884	PRJNA853196	Disease
692	ESCCT43	cluster2	0.0232558139534884	PRJNA853196	Disease
693	ESCCT43	cluster1	0	PRJNA853196	Disease
694	ESCCT44	cluster3	0.0697674418604651	PRJNA853196	Disease
695	ESCCT44	cluster2	0.0465116279069767	PRJNA853196	Disease
696	ESCCT44	cluster1	0	PRJNA853196	Disease
697	ESCCT45	cluster3	0.0697674418604651	PRJNA853196	Disease
698	ESCCT45	cluster2	0.0232558139534884	PRJNA853196	Disease
699	ESCCT45	cluster1	0	PRJNA853196	Disease
700	ESCCT46	cluster1	0	PRJNA853196	Disease
701	ESCCT46	cluster2	0.0232558139534884	PRJNA853196	Disease
702	ESCCT46	cluster3	0.0232558139534884	PRJNA853196	Disease
703	ESCCT47	cluster3	0.0232558139534884	PRJNA853196	Disease
704	ESCCT47	cluster2	0.0232558139534884	PRJNA853196	Disease
705	ESCCT47	cluster1	0.0232558139534884	PRJNA853196	Disease
706	ESCCT48	cluster1	0	PRJNA853196	Disease
707	ESCCT48	cluster2	0	PRJNA853196	Disease
708	ESCCT48	cluster3	0.0930232558139535	PRJNA853196	Disease
709	ESCCT49	cluster3	0.162790697674419	PRJNA853196	Disease
710	ESCCT49	cluster2	0.0232558139534884	PRJNA853196	Disease
711	ESCCT49	cluster1	0	PRJNA853196	Disease
712	ESCCT5	cluster1	0	PRJNA853196	Disease
713	ESCCT5	cluster3	0.0465116279069767	PRJNA853196	Disease
714	ESCCT5	cluster2	0.0465116279069767	PRJNA853196	Disease
715	ESCCT50	cluster1	0	PRJNA853196	Disease
716	ESCCT50	cluster3	0.186046511627907	PRJNA853196	Disease
717	ESCCT50	cluster2	0	PRJNA853196	Disease
718	ESCCT51	cluster3	0.116279069767442	PRJNA853196	Disease
719	ESCCT51	cluster2	0	PRJNA853196	Disease
720	ESCCT51	cluster1	0.0465116279069767	PRJNA853196	Disease
721	ESCCT52	cluster1	0	PRJNA853196	Disease
722	ESCCT52	cluster3	0.116279069767442	PRJNA853196	Disease
723	ESCCT52	cluster2	0	PRJNA853196	Disease
724	ESCCT53	cluster3	0.0465116279069767	PRJNA853196	Disease
725	ESCCT53	cluster2	0.0232558139534884	PRJNA853196	Disease
726	ESCCT53	cluster1	0.0465116279069767	PRJNA853196	Disease
727	ESCCT54	cluster2	0	PRJNA853196	Disease
728	ESCCT54	cluster1	0.0697674418604651	PRJNA853196	Disease
729	ESCCT54	cluster3	0.0930232558139535	PRJNA853196	Disease
730	ESCCT55	cluster2	0	PRJNA853196	Disease
731	ESCCT55	cluster1	0	PRJNA853196	Disease
732	ESCCT55	cluster3	0.13953488372093	PRJNA853196	Disease
733	ESCCT56	cluster3	0.0697674418604651	PRJNA853196	Disease
734	ESCCT56	cluster2	0.0232558139534884	PRJNA853196	Disease
735	ESCCT56	cluster1	0.0697674418604651	PRJNA853196	Disease
736	ESCCT6	cluster3	0.0697674418604651	PRJNA853196	Disease
737	ESCCT6	cluster2	0	PRJNA853196	Disease
738	ESCCT6	cluster1	0	PRJNA853196	Disease
739	ESCCT7	cluster1	0	PRJNA853196	Disease
740	ESCCT7	cluster2	0	PRJNA853196	Disease
741	ESCCT7	cluster3	0.0232558139534884	PRJNA853196	Disease
742	ESCCT8	cluster1	0	PRJNA853196	Disease
743	ESCCT8	cluster3	0.116279069767442	PRJNA853196	Disease
744	ESCCT8	cluster2	0.0232558139534884	PRJNA853196	Disease
745	ESCCT9	cluster3	0	PRJNA853196	Disease
746	ESCCT9	cluster2	0.0465116279069767	PRJNA853196	Disease
747	ESCCT9	cluster1	0.0697674418604651	PRJNA853196	Disease
